the_geom,cartodb_id,x,y,codid,direccion,localidad,tipointer,disppdm,fechaimplementacion
0101000020E61000000EBE72B57C8452C0819E8A6544671240,136,-74.07011162,4.60084685,370,KR 4 X AV JIMENEZ (CL 13),CANDELARIA,"VEHICULAR, PEATONAL",SIN,1994-06-14
0101000020E6100000CD9A2F613A8552C03C56D2ED99671240,137,-74.08168821,4.60117313,544,AV CARACAS (AK 14) X CL 10,SANTA FE,VEHICULAR,SIN,2001-01-15
0101000020E6100000B1A64FFE308552C0804E03AB8F681240,138,-74.08111532,4.60211055,543,AV CARACAS (AK 14) X CL 11,SANTA FE,"VEHICULAR, PEATONAL",SIN,1995-04-05
0101000020E610000019BCD849378552C0BB65D1A6B06B1240,139,-74.08149954,4.60516606,545,KR 16 X AV COLON (AC 13),LOS MARTIRES,EXCLUSIVA PEATONAL,SIN,2003-08-28
0101000020E61000008BDFF347C18452C084AC6F8180681240,140,-74.07429694,4.60205271,474,KR 8 X AV JIMENEZ (CL 13),CANDELARIA,"VEHICULAR, PEATONAL",SIN,1993-07-06
0101000020E61000004F35A3B4B18452C0C2ED6680EA671240,141,-74.07334629,4.60148049,448,KR 7 X AV JIMENEZ (CL 13),CANDELARIA,"VEHICULAR, PEATONAL",SIN,1997-10-06
0101000020E6100000F40ACA1BBD8452C03E5F283F2D6B1240,142,-74.07404227,4.60466479,465,KR 9 X CL 17,SANTA FE,"VEHICULAR, PEATONAL",SIN,1998-06-30
0101000020E6100000B22AE35BAF8452C0FEA45E01966A1240,143,-74.07320306,4.60408785,443,KR 8 X CL 17,SANTA FE,"VEHICULAR, PEATONAL",SIN,1998-06-30
0101000020E61000003A25BDFBE58452C03D1850DAE16C1240,144,-74.07653707,4.60633031,506,KR 13 X CL 17,SANTA FE,"VEHICULAR, PEATONAL",SIN,1994-12-05
0101000020E61000000F8DBCE6F48452C0BE18D8F8866D1240,145,-74.07744759,4.60696019,518,AV CARACAS (AK 14) X CL 17,SANTA FE,"VEHICULAR, PEATONAL",SIN,1995-03-23
0101000020E61000007EB430F28F8452C0BA12CB98487E1240,146,-74.07128577,4.62332381,396,KR 16 X AV TEUSAQUILLO (AC 34),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1984-05-05
0101000020E61000009F7952899F8452C044DAE0C82C801240,147,-74.07223733,4.62517084,415,TV 17ABIS X CL 36,TEUSAQUILLO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1994-12-07
0101000020E61000006156F82B8B8452C003AA1D72F17F1240,148,-74.07099437,4.62494448,389,KR 16 X CL 36,TEUSAQUILLO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1994-12-07
0101000020E610000095960E8C728452C0BC569496BA7D1240,149,-74.0694914,4.62278209,356,AV CARACAS (AK 14) X AV TEUSAQUILLO (AC 34),SANTA FE,"VEHICULAR, PEATONAL",SIN,1998-01-06
0101000020E6100000FFBFA03BB78452C0C1E3B3C8B87E1240,150,-74.07368365,4.62375177,451,AV MARISCAL SUCRE (AK 19) X AV TEUSAQUILLO (AC 34),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1993-07-01
0101000020E610000031ACFC74B48452C03E8B85C6B87F1240,151,-74.07351422,4.6247283,464,AV MARISCAL SUCRE (AK 19) X DG 35BIS,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,2009-03-13
0101000020E6100000E56F6479B28452C0FD28E57B67801240,152,-74.0733932,4.62539476,445,AV MARISCAL SUCRE (AK 19) X CL 36,TEUSAQUILLO,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1983-07-26
0101000020E610000055EFED4C978452C0C0E2463E6D781240,153,-74.07173465,4.61760423,405,AV CARACAS (AK 14) X DG 30,SANTA FE,"VEHICULAR, PEATONAL",SIN,2001-01-15
0101000020E610000065E2CBE1A68452C07FA30C2CB27B1240,154,-74.07268567,4.62079686,432,KR 17 X AC 32,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1993-12-06
0101000020E61000008567AFC2968452C07EC75B95E17B1240,155,-74.07170169,4.62097772,404,KR 16 X AC 32,TEUSAQUILLO,VEHICULAR,SIN,1993-12-06
0101000020E61000000106F656AC8452C03ADD0D1E7D821240,156,-74.07301878,4.62743041,436,AV MARISCAL SUCRE (AK 19) X CL 39,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1981-07-14
0101000020E610000089EDC6CCCF8452C07FBA590FA1861240,157,-74.0751831,4.63147377,482,AK 24 X CL 41,TEUSAQUILLO,VEHICULAR,SIN,1983-07-27
0101000020E6100000B230C015BB8452C08291A9EDEC881240,158,-74.07391876,4.63371631,458,KR 22 X AV FRANCISCO MIRANDA (AC 45),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1983-07-03
0101000020E6100000198AB8EF878452C0037C478D09811240,159,-74.0707969,4.626013,386,KR 16 X CL 37,TEUSAQUILLO,VEHICULAR,SIN,1994-11-28
0101000020E610000073BB97FBA48452C041CB9AFD26851240,160,-74.07256975,4.63003155,423,AV MARISCAL SUCRE (AK 19) X CL 40,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,2004-09-24
0101000020E610000059602DA9A08452C0BBC7378894861240,161,-74.07230596,4.63142598,418,AV MARISCAL SUCRE (AK 19) X DG 42A,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1989-10-11
0101000020E6100000FB773BCA9A8452C0BEFB16848F881240,162,-74.07194763,4.63335997,407,KR 19 X AV FRANCISCO MIRANDA (AC 45),TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1996-06-26
0101000020E61000004DB407946C8452C03D146AD99C7F1240,163,-74.06912709,4.62462177,345,AV CARACAS (AK 14) X CL 36,SANTA FE,"VEHICULAR, PEATONAL",SIN,1993-05-19
0101000020E61000004F10A2A0678452C0FCD85504DC801240,164,-74.06882492,4.625839298,343,AV CARACAS (AK 14) X CL 37,SANTA FE,"VEHICULAR, PEATONAL",SIN,2000-12-15
0101000020E6100000D96E419DCF8452C0C5F8B3ABD2821240,165,-74.07517177,4.62775677,488,AK 24 X CL 39,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,2004-09-27
0101000020E6100000DEAAEB50CD8452C03CAAFFFF41841240,166,-74.0750315,4.62915802,486,AK 24 X CL 39A,TEUSAQUILLO,"VEHICULAR, PEATONAL",SIN,1995-03-11
0101000020E6100000FFC8D712B08452C03D7A7C103C811240,167,-74.07324668,4.62620569,441,AV MARISCAL SUCRE (AK 19) X CL 37,TEUSAQUILLO,VEHICULAR,SIN,1994-11-15
0101000020E6100000DA96D8E7B78452C0BF0ADFD29C821240,168,-74.07372471,4.62755136,452,KR 20 X CL 39,TEUSAQUILLO,VEHICULAR,SIN,1981-07-14
0101000020E6100000F5BEAF99D58952C000EBE0E4A7621240,169,-74.15366213,4.59634359,876,KR 63 X AV DEL SUR (AC 57R S),CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,1993-12-10
0101000020E61000000F3ECC12A88952C0C5D0F0E2D4611240,170,-74.15088339,4.59553866,1116,KR 62A X AV DEL SUR (CL 45A S),TUNJUELITO,EXCLUSIVA PEATONAL,BOTON,2006-01-12
0101000020E6100000AE584FEF5A8A52C083A7FBE7066A1240,171,-74.16180022,4.60354197,899,AV CIUDAD DE VILLAVICENCIO (AK 71B) X CL 53C BIS S,BOSA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2007-09-14
0101000020E6100000F3F47C93878A52C0C4B5C3DB5A751240,172,-74.16452491,4.61460441,907,AV PRIMERO DE MAYO (TV 78H) X CL 45 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1997-12-05
0101000020E610000003375A27518A52C00038C4D386721240,173,-74.16120323,4.61184245,897,KR 78 X AV CIUDAD DE VILLAVICENCIO (AC 43 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2001-11-10
0101000020E6100000BB8FCCB8A38952C0450B5E1524951240,174,-74.15061779,4.64564546,865,AV CIUDAD DE CALI (AK 86) X AV CASTILLA (AC 8),KENNEDY,"VEHICULAR, PEATONAL","BOTON, SONORO",2006-09-27
0101000020E610000006C11D87458952C0BF251A28195A1240,175,-74.14486864,4.58798659,1111,AV BOYACA (TV 60) X DG 52 S Y DG 52A S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1996-08-06
0101000020E610000081305D0C4E8952C07E1A5E5A1E5D1240,176,-74.14538869,4.5909361,1113,AV BOYACA (TV 60) X DG 51 S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1993-12-07
0101000020E61000006B5FE575A98952C03E4D8B34D07C1240,177,-74.15096805,4.62188799,868,AV  POPORO QUIMBAYA (KR 78B) X CL 37 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1988-12-28
0101000020E61000009573522D1C8A52C0C1E861ECAD821240,178,-74.15796979,4.62761659,1169,AV AGOBERTO MEJIA CIFUENTES (AK 80) X PUERTA 5 CORABASTOS (CL 38 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2009-12-23
0101000020E610000083E794360B8A52C0C06B4E14D7831240,179,-74.1569344,4.62875015,1170,AV AGOBERTO MEJIA CIFUENTES (AK 80) X PUERTA 4 CORABASTOS (CL 36 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2009-12-23
0101000020E6100000E5B2EB20E78952C041426ED0A8861240,180,-74.15473197,4.63150335,884,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 26 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2008-04-16
0101000020E610000061DF2D14998352C0BD69CA67DCA01240,182,-74.05621819,4.65709078,157,KR 9 X CL 73,CHAPINERO,VEHICULAR,SIN,1998-01-06
0101000020E610000019B4A91DB28852C04269D3A6245E1240,183,-74.13587133,4.59193669,1093,KR 52A X DG 47A S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2004-09-09
0101000020E6100000FDF392D1D18852C0BF2AEE12B1611240,184,-74.13780631,4.595402046,826,AV DEL CONGRESO EUCARISTICO (AK 68) X AV DEL SUR (CL 45A S),TUNJUELITO,EXCLUSIVA PEATONAL,"BOTON, SONORO",2005-04-22
0101000020E6100000957C7067B48852C0FBC15A8CEC641240,185,-74.13601099,4.59855861,821,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 39F S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1995-01-06
0101000020E610000052EFC3839E8852C00357E65201641240,186,-74.13467497,4.5976613,816,KR 52C X CL 42 S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1994-01-29
0101000020E61000007EC015E6438952C0C07BB87263651240,187,-74.14476921,4.599012177,846,AV BOYACA (AK 72) X CL 44 S,KENNEDY,VEHICULAR,SIN,1994-01-10
0101000020E6100000C237A858108952C0860DDD2E2C5A1240,188,-74.1416227,4.58805917,1107,TV 44 X KR 54 Y CL 53A S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2004-04-16
0101000020E6100000D5B82827188952C0FE58FDCF695B1240,189,-74.14209918,4.58927083,1108,KR 54 X DG 52 S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2004-07-14
0101000020E61000009D756DD2E18852C0844E5614C85B1240,190,-74.13878308,4.58963043,1101,TV 44 X AV DEL CONGRESO EUCARISTICO  (CL 53 S),TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2000-09-09
0101000020E610000025B1B652DD8852C005377F9FB35D1240,191,-74.13850849,4.59150552,1099,AV DEL CONGRESO EUCARISTICO (KR 53)  X DG 49 S,TUNJUELITO,VEHICULAR,SIN,1994-02-12
0101000020E6100000470A3C62BA8852C0BF9C024F10571240,192,-74.13637596,4.58502315,1095,AV JORGE GAITAN CORTES (KR 33) X AV CONGRESO EUCARISTICO (CL 51 S),TUNJUELITO,VEHICULAR,SIN,1990-09-18
0101000020E610000002278007AB8852C07C1BFCD4E3741240,193,-74.1354388,4.61415036,818,KR 69B X AV PRIMERO DE MAYO (AC 26 S),KENNEDY,VEHICULAR,"BOTON, SONORO",1988-02-26
0101000020E6100000D2478DC7948852C0BC187B8A77571240,194,-74.13408078,4.58541695,1091,AV JORGE GAITAN CORTES (KR 33) X CL 49A S,TUNJUELITO,VEHICULAR,SIN,2004-07-22
0101000020E610000019BB664D878852C07D093EBC9D571240,195,-74.1332582,4.58556265,1090,AV JORGE GAITAN CORTES (KR 33) X CL 48C S,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,1993-12-21
0101000020E6100000C9A4E2393A8852C08484FA8EC8581240,196,-74.12855384,4.58670257,1081,AV JORGE GAITAN CORTES (KR 33) X AV SANTA LUCIA (CL 44 S),RAFAEL URIBE,"VEHICULAR, PEATONAL",SIN,1989-10-01
0101000020E61000009B5EBDE5858852C03B3612F459661240,197,-74.13317245,4.59995252,810,KR 52C X CL 40 S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,1994-11-29
0101000020E610000069213B4E158852C0FDCE1883DA611240,198,-74.12630039,4.59556012,1073,AV BATALLON CALDAS (AK 50) X CL 39A S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2000-09-09
0101000020E610000011275BB0D68752C002001B523D601240,199,-74.12247857,4.59398392,1059,AV CIUDAD DE QUITO (TV 35) X CL 38BIS S,PUENTE ARANDA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2005-08-04
0101000020E610000003A74601058852C000115F1E19641240,200,-74.12530548,4.59775207,790,AV BATALLON CALDAS (AK 50) X CL 37A S,PUENTE ARANDA,"VEHICULAR, PEATONAL",SIN,2000-10-07
0101000020E6100000918C7CC19B8852C041A9B68243671240,201,-74.13450658,4.60084347,815,AV DEL CONGRESO EUCARISTICO (AK 68) X CL 40 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1995-01-06
0101000020E61000007A67599C368952C0FCA502A5A3671240,202,-74.14395818,4.601210192,842,AV BOYACA (AK 72) X CL 43A S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-04-05
0101000020E6100000B1DF13EB548952C0FDAC959E236D1240,203,-74.145808,4.60658119,851,KR 72H Y KR 72G X AV POPORO QUIMBAYA (CL 40 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2006-11-21
0101000020E61000007921F5E8178952C0FFE43B21096D1240,204,-74.14208435,4.60648014,837,AV BOYACA (AK 72) X CL 39B S Y KR 68L,KENNEDY,"VEHICULAR, PEATONAL",SIN,1993-12-22
0101000020E61000000977D41C098952C0C1E9A5D6B9711240,205,-74.14118119,4.61106048,835,AV BOYACA (AK 72) X CL 37D S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1990-07-05
0101000020E61000003DE814A24B8A52C03EC4B577997F1240,206,-74.16086628,4.62460887,896,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 40C S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2007-03-26
0101000020E6100000F66372EE9F8A52C001C1308948871240,207,-74.16601144,4.63211264,909,AV CIUDAD DE CALI (AK 86) X CL 40B S,KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2004-05-11
0101000020E6100000D3CF48422A8A52C042060639BD811240,208,-74.15882928,4.62669839,1168,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 38C S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2009-12-11
0101000020E6100000F35A85A4018A52C03B89DCC2A9791240,209,-74.15635026,4.61881165,886,TV 78B X CL 41 S,KENNEDY,"VEHICULAR, PEATONAL","BOTON, SONORO",2004-10-21
0101000020E610000052C2FB26248A52C0C17CFA7C527D1240,210,-74.15845656,4.62238498,891,KR 79 X CL 40C S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2007-03-26
0101000020E61000007D1EDE31048A52C0C0F0D8117F7F1240,211,-74.15650603,4.62450817,887,KR 79 X CL 38C S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1987-12-29
0101000020E610000052799EECE48952C085EC6966B17D1240,212,-74.15459743,4.62274704,881,KR 78K X CL 38C S,KENNEDY,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1987-12-29
0101000020E61000008379FACED08952C0C5593AD5107F1240,213,-74.15336966,4.62408765,875,KR 78K X CL 37 S,KENNEDY,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,1987-12-29
0101000020E61000004A76F03CC68952C0C1B6FC76C87F1240,214,-74.15272449,4.62478815,871,KR 78K X CL 36 S,KENNEDY,"VEHICULAR, PEATONAL, BICIUSUARIOS",SIN,2006-10-17
0101000020E61000004D2B5D0B848B52C03EE39C22D1891240,215,-74.17993435,4.63458685,1154,AV TINTAL (AK 89B) X CL 49 S,BOSA,"VEHICULAR, PEATONAL",SIN,2009-07-24
0101000020E6100000B981E22A838A52C0BC160C5300791240,216,-74.16425583,4.6181653,906,KR 79 X AV CIUDAD DE VILLAVICENCIO (AC 43 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,1987-12-29
0101000020E61000009F09EAE74F8A52C0C573C4EFE07A1240,217,-74.16112707,4.61999869,895,KR 79 X CL 42 S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-11-23
0101000020E6100000AD58CC003E8A52C0805235EE8B7B1240,218,-74.16003437,4.62065098,893,KR 79 X CL 41D S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-11-23
0101000020E6100000FDF64DAB328C52C0FB5B14A88B691240,219,-74.1905926,4.60307181,941,TV 78L X DG 69B S,BOSA,"VEHICULAR, PEATONAL",SIN,1998-01-07
0101000020E610000082A21E47188C52C03E8D669FA66A1240,220,-74.1889818,4.60415124,937,TV 78L X CL 68A S,BOSA,"VEHICULAR, PEATONAL",SIN,1998-04-28
0101000020E61000001FF8DB48C08B52C0FC1048A86A6B1240,221,-74.18361112,4.604899053,1132,KR 78J X CL 65 S,BOSA,EXCLUSIVA PEATONAL,"BOTON, SONORO",2008-10-21
0101000020E610000065BF6B86CA8B52C0C0AF5F0BD56C1240,222,-74.18423615,4.60628145,932,KR 79C X CL 65 S,BOSA,VEHICULAR,SIN,1995-10-05
0101000020E6100000856F4119D78B52C04566F6798C6E1240,223,-74.18500358,4.60795775,934,KR 80C X CL 65 S,BOSA,"VEHICULAR, PEATONAL",SIN,1998-04-28
0101000020E6100000211FAB29438C52C040654E1BFE801240,224,-74.19159929,4.62596934,940,KR 88C X CL 59C S,BOSA,"VEHICULAR, PEATONAL",SIN,2006-10-10
0101000020E6100000CE59B1E86B8C52C0BB34234931841240,225,-74.19408624,4.62909426,1129,AK 89B X CL 61A S,BOSA,"VEHICULAR, PEATONAL",SIN,2008-10-31
0101000020E610000031BB61BA548C52C0BE3A09BECC841240,226,-74.19267139,4.62968728,1141,AK 89B X CL 59C S,BOSA,"VEHICULAR, PEATONAL",SIN,2008-10-31
0101000020E6100000471B68BA2E8C52C07BB2B08E807D1240,227,-74.19035206,4.62256072,939,KR 87C X CL 62 S,BOSA,"VEHICULAR, PEATONAL",SIN,2006-09-12
0101000020E61000008A5CECCD1A8C52C004EC48BBF27D1240,228,-74.18913601,4.62299626,938,KR 87C Y TV 87C X CL 59C S,BOSA,"VEHICULAR, PEATONAL",SIN,2006-09-12
0101000020E610000066A8E562678A52C03E32B3090F761240,229,-74.1625602,4.61529174,901,AV PRIMERO DE MAYO (TV 78H) X AV CIUDAD DE VILLAVICENCIO (AC 43 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,1988-02-26
0101000020E61000009BC7C45A3A8A52C005F32743B8761240,230,-74.15981168,4.61593728,892,AV PRIMERO DE MAYO (TV 78H) X CL 42 S,KENNEDY,VEHICULAR,SIN,1988-02-26
0101000020E6100000A313B65DF08A52C03B40364557741240,231,-74.17092078,4.61361416,917,AV PRIMERO DE MAYO (TV 78N) X CL 53 S,KENNEDY,VEHICULAR,SIN,2000-10-09
0101000020E61000002732948FB48A52C0BD4B05911C771240,232,-74.16727056,4.61631991,911,KR 79 X CL 47B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,1994-12-21
0101000020E6100000491EBA66538A52C041F85C7DA75B1240,233,-74.16134041,4.58950611,1121,AV CIUDAD DE VILLAVICENCIO (AK 70C) X CL 63 S,CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,2000-07-14
0101000020E6100000BE6F747C518A52C03DD32399175C1240,234,-74.16122352,4.58993377,1120,AV CIUDAD DE VILLAVICENCIO (AK 70C) X CL 62B S,CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,2000-07-14
0101000020E61000004160DEA9618A52C041B214451F661240,235,-74.16221091,4.59972866,900,AV CIUDAD DE VILLAVICENCIO (AK 71B) X CL 57B S,BOSA,"VEHICULAR, PEATONAL",SIN,2001-11-10
0101000020E6100000552A25BA1D8A52C07BC7759D57621240,236,-74.1580644,4.59603735,1119,KR 67 X AV DEL SUR (AC 57R S),CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,1998-12-09
0101000020E6100000A34EABAEE48952C07C7694394C661240,237,-74.15458266,4.59990015,882,KR 63 X CL 57B S,BOSA,VEHICULAR,SIN,2004-05-14
0101000020E610000015534C52978B52C0BE6C28CEB4851240,238,-74.18111093,4.63057253,933,KR 88C X CL 51 S,BOSA,"VEHICULAR, PEATONAL",SIN,2007-04-13
0101000020E61000008541921FD28A52C0418BE7859E791240,239,-74.16907491,4.61876878,914,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 47B S,KENNEDY,VEHICULAR,SIN,1993-12-20
0101000020E61000003694B97DBF8A52C0443E8BADB97A1240,240,-74.16793769,4.61984893,912,AV AGOBERTO MEJIA CIFUENTES (AK 80) X CL 46 S,KENNEDY,VEHICULAR,SIN,1993-12-20
0101000020E61000000A7CEAFDEB8A52C03E3044D297831240,241,-74.1706538,4.62850884,916,AV CIUDAD DE CALI (AK 86) X AV CIUDAD DE VILLAVICENCIO (AC 43 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-07-22
0101000020E6100000DDAE5DFBBE8A52C0017EE96997851240,242,-74.16790661,4.63046041,1128,AV  CIUDAD DE CALI (AK 86) X CL 42A S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2008-05-16
0101000020E6100000A6E2BABAA78952C0FD148F3FDC691240,243,-74.15086239,4.603379243,867,KR 72J X CL 45 S,KENNEDY,VEHICULAR,SIN,2004-05-13
0101000020E6100000398B8B61168A52C0C42C1D9C1D771240,244,-74.15761603,4.61632389,888,AV PRIMERO DE MAYO (TV 78H) X CL 41B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-06-17
0101000020E6100000DA46B02FE18952C045094C2BAE771240,245,-74.15436928,4.61687534,880,AV PRIMERO DE MAYO (TV 74F) X CL 40F S,KENNEDY,VEHICULAR,SIN,1988-02-26
0101000020E61000001D9EF38DC78952C0BF542688FC771240,246,-74.15280484,4.61717427,872,AV PRIMERO DE MAYO (TV 73D) X AV POPORO QUIMBAYA (CL 40 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,1988-02-26
0101000020E6100000C560CE64A68952C03FB4F260C5741240,247,-74.15078087,4.61403419,866,KR 73 X AV  POPORO QUIMBAYA (CL 40 S),KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-10-15
0101000020E610000062EE2097748B52C080EC8796447F1240,248,-74.17899111,4.62428508,925,AV CIUDAD DE CALI (AK 86) X CL 53 S,BOSA,"VEHICULAR, PEATONAL",SIN,2004-07-09
0101000020E61000008128F17CB08B52C0851E78B7DD881240,249,-74.18264698,4.633658282,1157,AK 89B X CL 51 S,BOSA,"VEHICULAR, PEATONAL",SIN,2009-10-19
0101000020E6100000564F4692498A52C0BFB7C875078C1240,250,-74.16074044,4.636747208,894,AV CIUDAD DE CALI (AK 86) X CL 33BIS S,KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2004-05-07
0101000020E6100000CF1794CC1E8A52C0C337AA0D2D8E1240,251,-74.15812983,4.63884374,890,AV CIUDAD DE CALI (AK 86) X CL 1B,KENNEDY,EXCLUSIVA PEATONAL,"BOTON, SONORO",2004-05-07
0101000020E6100000316D9378038A52C0838DD217D58F1240,252,-74.15646185,4.640461323,885,AV CIUDAD DE CALI (AK 86) X AV MANUEL CEPEDA VARGAS (DG 3),KENNEDY,"VEHICULAR, PEATONAL",SIN,2004-07-23
0101000020E61000001AB3C481D28952C0003562F9028B1240,253,-74.15347332,4.635753533,879,AV AGOBERTO MEJIA CIFUENTES (AK 80G) X AV MANUEL CEPEDA VARGAS (DG 3),KENNEDY,"VEHICULAR, PEATONAL",SIN,2003-12-11
0101000020E6100000CBAABEA9BE8B52C045C385973B7A1240,254,-74.18351215,4.61936795,928,TV 85 X CL 57B S,KENNEDY,"VEHICULAR, PEATONAL",SIN,2006-03-16
0101000020E6100000E76AB4E7158C52C084E9D2995D861240,255,-74.18883698,4.631216434,1162,AK 89B X CL 56F S,BOSA,"VEHICULAR, PEATONAL",SIN,2009-10-30
0101000020E61000004B78AF4B0E8C52C07E2DCB1982861240,256,-74.18837254,4.63135567,1161,AK 89B X CL 56 S,BOSA,"VEHICULAR, PEATONAL",SIN,2009-10-30
0101000020E6100000EAFC04E5F08B52C0C14B2F5A15831240,257,-74.18657804,4.62801114,935,KR 88C X CL 56 S,BOSA,"VEHICULAR, PEATONAL",SIN,2007-04-14
0101000020E61000003D5287ECAE8952C0056C93EDF0491240,258,-74.15130151,4.57220813,1115,KR 38 X AV CIUDAD DE VILLAVICENCIO (AC 61 S),CIUDAD BOLIVAR,VEHICULAR,SIN,1998-08-05
0101000020E61000006160813B128A52C0054015587C521240,259,-74.15736282,4.58055246,1118,AV JORGE GAITAN CORTES (AK 51) X AV CIUDAD DE VILLAVICENCIO (AC 68 S),CIUDAD BOLIVAR,VEHICULAR,SIN,1995-05-13
0101000020E6100000AEEBDD40FD8952C0BD446D76FF4F1240,260,-74.15608236,4.57812295,1117,KR 49 Y TV 49 X AV CIUDAD DE VILLAVICENCIO (AC 68 S),CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,1998-09-05
0101000020E61000002DA4A37FB68952C03B7DA4F3A7521240,261,-74.15176383,4.58071881,1156,AV JORGE GAITAN CORTES (AK 51) X CL 58A S,CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,2009-07-30
0101000020E6100000B1C15DB1D78752C08404FF0F3B151240,262,-74.12253985,4.520733118,1057,AUTOPISTA AL LLANO (AK 14V) X DG 69F S,USME,EXCLUSIVA PEATONAL,BOTON,2007-10-11
0101000020E6100000492D09EDA88752C045E44059421C1240,263,-74.11968542,4.52759685,1054,KR 13 X CABECERA SUR PORTAL USME,USME,VEHICULAR,SIN,2004-08-26
0101000020E61000004F78094EBD8752C03C306FE5572D1240,264,-74.12092925,4.54428061,1052,AV CARACAS (AK 14) X CL 56 S,USME,"VEHICULAR, PEATONAL",BOTON,1993-12-30
0101000020E6100000BD87F0D4488952C08405CD5B33451240,265,-74.1450703,4.56757873,1112,KR 22B X AV TUNJUELITO (DG 62 S),CIUDAD BOLIVAR,"VEHICULAR, PEATONAL",SIN,1998-08-05
0101000020E610000059BD050AE38852C0BD43F772C03E1240,266,-74.13885737,4.56128101,1102,AV BOYACA (KR 19) X CL 60C S,CIUDAD BOLIVAR,EXCLUSIVA PEATONAL,SIN,2007-09-10
0101000020E6100000850EABECF98852C07DC2109CA7441240,267,-74.14025418,4.56704563,1104,AV CIUDAD DE VILLAVICENCIO (KR 19C) X ENTRADA PORTAL TUNAL,TUNJUELITO,"VEHICULAR, PEATONAL",SIN,2002-03-02
0101000020E6100000CDE3B4D0E38852C043906C2A62471240,268,-74.13890474,4.56971041,1100,AV BOYACA (CL 58A S) X ENTRADA PORTAL TUNAL,TUNJUELITO,"VEHICULAR, PEATONAL",VIDEO DETECTOR,2002-05-25
